contact,month,day_of_week,duration
telephone,nov,mon,92
cellular,nov,mon,156
cellular,nov,mon,53
cellular,nov,mon,215
telephone,nov,mon,238
cellular,nov,mon,128
cellular,nov,mon,98
cellular,nov,mon,238
cellular,nov,mon,82
cellular,nov,mon,303
cellular,nov,mon,51
cellular,nov,mon,221
cellular,nov,mon,80
cellular,nov,mon,130
cellular,nov,mon,324
cellular,nov,mon,139
cellular,nov,mon,669
cellular,nov,mon,161
cellular,nov,mon,80
cellular,nov,mon,108
cellular,nov,mon,163
cellular,nov,mon,147
cellular,nov,mon,252
cellular,nov,mon,113
cellular,nov,mon,375
cellular,nov,mon,121
telephone,nov,mon,52
cellular,nov,mon,81
cellular,nov,mon,70
cellular,nov,mon,64
cellular,nov,mon,176
cellular,nov,mon,115
cellular,nov,mon,550
cellular,nov,mon,75
cellular,nov,mon,57
cellular,nov,mon,68
cellular,nov,mon,59
cellular,nov,mon,55
cellular,nov,mon,61
cellular,nov,mon,113
cellular,nov,mon,134
cellular,nov,mon,123
cellular,nov,mon,297
cellular,nov,mon,353
cellular,nov,mon,146
cellular,nov,mon,59
cellular,nov,mon,210
cellular,nov,mon,120
cellular,nov,mon,92
cellular,nov,mon,595
cellular,nov,mon,57
cellular,nov,mon,118
cellular,nov,mon,78
cellular,nov,mon,74
cellular,nov,mon,219
cellular,nov,mon,93
cellular,nov,mon,387
cellular,nov,mon,178
cellular,nov,mon,433
cellular,nov,mon,69
cellular,nov,mon,223
cellular,nov,mon,178
cellular,nov,mon,75
cellular,nov,mon,92
cellular,nov,mon,396
cellular,nov,mon,334
cellular,nov,mon,64
cellular,nov,mon,236
cellular,nov,mon,142
cellular,nov,mon,231
cellular,nov,mon,44
cellular,nov,mon,376
cellular,nov,mon,85
cellular,nov,mon,56
cellular,nov,mon,389
cellular,nov,mon,64
cellular,nov,mon,44
cellular,nov,mon,126
cellular,nov,mon,65
cellular,nov,mon,265
cellular,nov,mon,49
cellular,nov,mon,219
cellular,nov,mon,155
cellular,nov,mon,81
cellular,nov,mon,89
cellular,nov,mon,1077
telephone,nov,mon,192
cellular,nov,mon,1303
cellular,nov,mon,564
cellular,nov,mon,79
cellular,nov,mon,288
cellular,nov,mon,99
telephone,nov,mon,33
cellular,nov,mon,125
cellular,nov,mon,214
cellular,nov,mon,121
cellular,nov,mon,40
cellular,nov,mon,57
cellular,nov,mon,76
cellular,nov,mon,364
cellular,nov,mon,63
telephone,nov,mon,378
cellular,nov,mon,151
telephone,nov,mon,81
cellular,nov,mon,89
cellular,nov,mon,479
cellular,nov,mon,68
cellular,nov,mon,108
cellular,nov,mon,135
telephone,nov,mon,302
cellular,nov,mon,90
cellular,nov,mon,38
cellular,nov,mon,77
telephone,nov,mon,81
cellular,nov,mon,127
cellular,nov,mon,114
cellular,nov,mon,70
cellular,nov,mon,55
cellular,nov,mon,79
cellular,nov,mon,238
cellular,nov,mon,179
cellular,nov,mon,120
cellular,nov,mon,84
cellular,nov,mon,309
cellular,nov,mon,130
cellular,nov,mon,38
cellular,nov,mon,70
telephone,nov,mon,70
cellular,nov,mon,110
telephone,nov,mon,206
cellular,nov,mon,160
cellular,nov,mon,176
telephone,nov,mon,85
cellular,nov,mon,483
cellular,nov,mon,292
cellular,nov,mon,68
telephone,nov,mon,105
cellular,nov,mon,107
cellular,nov,mon,112
cellular,nov,mon,70
cellular,nov,mon,58
cellular,nov,mon,97
cellular,nov,mon,55
cellular,nov,mon,150
cellular,nov,mon,149
cellular,nov,mon,96
cellular,nov,mon,112
telephone,nov,mon,40
cellular,nov,mon,58
cellular,nov,mon,259
cellular,nov,mon,119
telephone,nov,mon,16
cellular,nov,mon,527
cellular,nov,mon,94
cellular,nov,mon,88
cellular,nov,mon,140
cellular,nov,mon,149
telephone,nov,mon,76
telephone,nov,mon,124
cellular,nov,mon,90
cellular,nov,mon,96
cellular,nov,mon,109
cellular,nov,mon,591
cellular,nov,mon,508
telephone,nov,mon,99
telephone,nov,mon,118
cellular,nov,mon,80
cellular,nov,mon,165
cellular,nov,mon,93
cellular,nov,mon,64
cellular,nov,mon,545
cellular,nov,mon,434
cellular,nov,mon,346
telephone,nov,mon,164
cellular,nov,mon,407
cellular,nov,mon,61
cellular,nov,mon,191
cellular,nov,mon,110
telephone,nov,mon,56
cellular,nov,mon,412
cellular,nov,mon,193
telephone,nov,mon,180
cellular,nov,mon,1070
cellular,nov,mon,349
cellular,nov,mon,266
cellular,nov,mon,330
cellular,nov,mon,59
cellular,nov,mon,132
cellular,nov,mon,125
telephone,nov,mon,435
telephone,nov,mon,1606
cellular,nov,mon,216
cellular,nov,mon,59
cellular,nov,mon,214
cellular,nov,mon,78
telephone,nov,mon,275
cellular,nov,mon,279
cellular,nov,mon,173
cellular,nov,mon,89
cellular,nov,mon,215
telephone,nov,mon,53
cellular,nov,mon,890
cellular,nov,mon,161
cellular,nov,mon,97
cellular,nov,mon,581
cellular,nov,mon,116
telephone,nov,mon,155
cellular,nov,mon,70
cellular,nov,mon,41
telephone,nov,mon,104
telephone,nov,mon,27
cellular,nov,mon,578
cellular,nov,mon,534
cellular,nov,mon,52
cellular,nov,mon,62
cellular,nov,mon,169
cellular,nov,mon,52
cellular,nov,mon,66
cellular,nov,mon,310
cellular,nov,mon,150
cellular,nov,mon,34
cellular,nov,mon,49
cellular,nov,mon,213
cellular,nov,mon,104
cellular,nov,mon,386
telephone,nov,mon,73
cellular,nov,mon,58
cellular,nov,mon,138
cellular,nov,mon,64
cellular,nov,mon,112
cellular,nov,mon,80
cellular,nov,mon,42
cellular,nov,mon,74
cellular,nov,mon,148
cellular,nov,mon,164
cellular,nov,mon,67
telephone,nov,mon,147
cellular,nov,mon,190
cellular,nov,mon,294
cellular,nov,mon,86
cellular,nov,mon,96
telephone,nov,mon,113
cellular,nov,mon,372
cellular,nov,mon,49
cellular,nov,mon,68
cellular,nov,mon,94
cellular,nov,mon,103
cellular,nov,mon,60
cellular,nov,mon,257
cellular,nov,mon,89
cellular,nov,mon,190
cellular,nov,mon,77
cellular,nov,mon,104
cellular,nov,mon,651
cellular,nov,mon,68
cellular,nov,mon,205
cellular,nov,mon,42
cellular,nov,mon,98
cellular,nov,mon,73
cellular,nov,mon,55
cellular,nov,mon,186
cellular,nov,mon,69
cellular,nov,mon,121
cellular,nov,mon,249
cellular,nov,mon,336
cellular,nov,mon,73
cellular,nov,mon,55
cellular,nov,mon,657
cellular,nov,mon,345
cellular,nov,mon,65
cellular,nov,mon,62
cellular,nov,mon,77
cellular,nov,mon,102
cellular,nov,mon,137
cellular,nov,mon,2462
cellular,nov,mon,213
cellular,nov,mon,696
cellular,nov,mon,1449
cellular,nov,mon,188
cellular,nov,mon,391
cellular,nov,mon,56
telephone,nov,mon,77
cellular,nov,mon,160
cellular,nov,mon,407
cellular,nov,mon,406
cellular,nov,mon,104
cellular,nov,mon,560
cellular,nov,mon,168
cellular,nov,mon,167
cellular,nov,mon,623
cellular,nov,mon,102
cellular,nov,mon,71
cellular,nov,mon,264
cellular,nov,mon,199
cellular,nov,mon,96
cellular,nov,mon,529
cellular,nov,mon,64
cellular,nov,mon,165
cellular,nov,mon,141
cellular,nov,mon,94
cellular,nov,mon,499
cellular,nov,mon,64
cellular,nov,mon,107
cellular,nov,mon,76
cellular,nov,mon,1081
cellular,nov,mon,251
cellular,nov,mon,101
cellular,nov,mon,504
cellular,nov,mon,111
telephone,nov,mon,215
cellular,nov,mon,622
cellular,nov,mon,325
cellular,nov,mon,181
cellular,nov,mon,166
cellular,nov,mon,105
cellular,nov,mon,54
cellular,nov,mon,89
cellular,nov,mon,240
cellular,nov,mon,92
cellular,nov,mon,124
cellular,nov,mon,86
cellular,nov,mon,55
cellular,nov,mon,52
cellular,nov,mon,105
cellular,nov,mon,63
cellular,nov,mon,48
telephone,nov,mon,14
cellular,nov,mon,287
cellular,nov,mon,120
cellular,nov,mon,253
cellular,nov,mon,158
cellular,nov,mon,142
cellular,nov,mon,131
cellular,nov,mon,174
cellular,nov,mon,62
cellular,nov,mon,209
cellular,nov,mon,352
cellular,nov,mon,62
cellular,nov,mon,128
cellular,nov,mon,120
cellular,nov,mon,119
cellular,nov,mon,240
cellular,nov,mon,375
cellular,nov,mon,984
cellular,nov,mon,74
cellular,nov,mon,131
cellular,nov,mon,117
cellular,nov,mon,947
cellular,nov,mon,101
cellular,nov,mon,90
cellular,nov,mon,114
cellular,nov,mon,318
cellular,nov,mon,76
cellular,nov,mon,168
cellular,nov,mon,348
cellular,nov,mon,213
cellular,nov,mon,200
cellular,nov,mon,135
telephone,nov,mon,44
cellular,nov,mon,165
cellular,nov,mon,70
cellular,nov,mon,166
telephone,nov,mon,943
cellular,nov,mon,191
cellular,nov,mon,134
cellular,nov,mon,58
cellular,nov,mon,277
cellular,nov,mon,155
cellular,nov,mon,183
cellular,nov,mon,554
cellular,nov,mon,218
cellular,nov,mon,218
cellular,nov,mon,51
cellular,nov,mon,182
cellular,nov,mon,96
cellular,nov,mon,472
cellular,nov,mon,540
cellular,nov,mon,323
cellular,nov,mon,187
cellular,nov,mon,76
cellular,nov,mon,139
cellular,nov,mon,581
cellular,nov,mon,268
cellular,nov,mon,37
cellular,nov,mon,53
cellular,nov,mon,396
cellular,nov,mon,131
cellular,nov,mon,369
cellular,nov,mon,161
cellular,nov,mon,111
cellular,nov,mon,78
cellular,nov,mon,184
cellular,nov,mon,136
cellular,nov,mon,44
telephone,nov,mon,48
cellular,nov,mon,128
cellular,nov,mon,146
cellular,nov,mon,127
cellular,nov,mon,256
cellular,nov,mon,74
cellular,nov,mon,190
cellular,nov,mon,57
cellular,nov,mon,58
cellular,nov,mon,223
cellular,nov,mon,254
cellular,nov,mon,50
cellular,nov,mon,115
cellular,nov,mon,143
cellular,nov,mon,734
cellular,nov,mon,62
cellular,nov,mon,171
cellular,nov,mon,159
cellular,nov,mon,56
cellular,nov,mon,113
telephone,nov,mon,69
cellular,nov,mon,158
cellular,nov,mon,60
cellular,nov,mon,578
cellular,nov,mon,355
cellular,nov,mon,332
cellular,nov,mon,113
cellular,nov,mon,147
cellular,nov,mon,52
telephone,nov,mon,106
cellular,nov,mon,789
cellular,nov,mon,73
cellular,nov,mon,66
cellular,nov,mon,116
cellular,nov,mon,501
cellular,nov,mon,179
cellular,nov,mon,40
cellular,nov,mon,99
cellular,nov,mon,180
cellular,nov,mon,310
cellular,nov,mon,148
cellular,nov,mon,88
cellular,nov,mon,158
cellular,nov,mon,65
cellular,nov,mon,199
cellular,nov,mon,48
cellular,nov,mon,711
cellular,nov,mon,48
cellular,nov,mon,747
cellular,nov,mon,690
cellular,nov,mon,48
cellular,nov,mon,159
cellular,nov,mon,563
cellular,nov,mon,431
cellular,nov,mon,90
cellular,nov,mon,109
cellular,nov,mon,295
cellular,nov,mon,196
cellular,nov,mon,836
cellular,nov,mon,94
cellular,nov,mon,171
cellular,nov,mon,590
cellular,nov,mon,136
cellular,nov,mon,788
cellular,nov,mon,569
cellular,nov,mon,70
telephone,nov,mon,124
cellular,nov,mon,555
cellular,nov,mon,231
cellular,nov,mon,226
cellular,nov,mon,173
cellular,nov,mon,333
cellular,nov,mon,131
cellular,nov,mon,92
cellular,nov,mon,118
cellular,nov,mon,224
cellular,nov,mon,283
cellular,nov,mon,326
cellular,nov,mon,421
cellular,nov,mon,130
cellular,nov,mon,295
cellular,nov,mon,113
cellular,nov,mon,101
cellular,nov,mon,79
telephone,nov,mon,60
cellular,nov,mon,694
cellular,nov,mon,78
telephone,nov,mon,291
telephone,nov,mon,55
telephone,nov,mon,609
cellular,nov,mon,1121
cellular,nov,mon,564
telephone,nov,mon,673
cellular,nov,mon,1091
telephone,nov,mon,62
cellular,nov,mon,98
cellular,nov,mon,242
cellular,nov,mon,148
telephone,nov,mon,204
cellular,nov,mon,124
cellular,nov,mon,85
cellular,nov,mon,165
cellular,nov,mon,148
cellular,nov,mon,193
telephone,nov,mon,309
cellular,nov,mon,242
cellular,nov,mon,170
cellular,nov,mon,130
cellular,nov,mon,151
cellular,nov,mon,221
cellular,nov,mon,117
cellular,nov,mon,116
cellular,nov,mon,178
cellular,nov,mon,228
cellular,nov,mon,488
telephone,nov,mon,49
cellular,nov,mon,142
cellular,nov,mon,63
cellular,nov,mon,69
cellular,nov,mon,176
cellular,nov,mon,507
telephone,nov,mon,1735
telephone,nov,mon,340
cellular,nov,mon,126
cellular,nov,mon,1132
cellular,nov,mon,501
cellular,nov,mon,286
telephone,nov,mon,110
cellular,nov,mon,99
cellular,nov,mon,198
telephone,nov,mon,184
cellular,nov,mon,308
cellular,nov,mon,156
cellular,nov,mon,212
cellular,nov,mon,35
cellular,nov,mon,725
telephone,nov,mon,127
cellular,nov,mon,70
cellular,nov,mon,330
cellular,nov,mon,272
cellular,nov,mon,397
cellular,nov,mon,222
cellular,nov,mon,333
cellular,nov,mon,77
cellular,nov,mon,212
cellular,nov,mon,288
telephone,nov,mon,215
cellular,nov,mon,536
cellular,nov,mon,57
cellular,nov,mon,145
cellular,nov,mon,113
telephone,nov,mon,107
cellular,nov,mon,86
telephone,nov,mon,188
cellular,nov,mon,85
cellular,nov,mon,595
cellular,nov,mon,140
cellular,nov,mon,681
cellular,nov,mon,139
cellular,nov,mon,61
cellular,nov,mon,149
cellular,nov,mon,44
cellular,nov,mon,273
cellular,nov,mon,102
telephone,nov,mon,99
cellular,nov,mon,966
cellular,nov,mon,49
telephone,nov,mon,132
cellular,nov,mon,329
telephone,nov,mon,22
cellular,nov,mon,200
cellular,nov,mon,179
cellular,nov,mon,93
cellular,nov,mon,68
cellular,nov,mon,1210
cellular,nov,mon,353
cellular,nov,mon,107
telephone,nov,mon,247
cellular,nov,mon,220
cellular,nov,mon,211
cellular,nov,mon,960
telephone,nov,mon,762
cellular,nov,mon,181
cellular,nov,mon,414
cellular,nov,mon,150
cellular,nov,mon,652
cellular,nov,mon,446
cellular,nov,mon,209
telephone,nov,mon,210
cellular,nov,mon,301
cellular,nov,mon,415
cellular,nov,mon,264
cellular,nov,mon,81
cellular,nov,mon,189
cellular,nov,mon,172
cellular,nov,mon,151
cellular,nov,mon,487
telephone,nov,mon,249
telephone,nov,mon,215
cellular,nov,mon,108
telephone,nov,mon,17
cellular,nov,mon,295
telephone,nov,mon,292
cellular,nov,mon,454
cellular,nov,mon,92
cellular,nov,mon,94
cellular,nov,mon,104
cellular,nov,mon,318
cellular,nov,mon,408
cellular,nov,mon,252
telephone,nov,mon,293
cellular,nov,mon,1012
cellular,nov,tue,154
cellular,nov,tue,166
cellular,nov,tue,127
cellular,nov,tue,336
cellular,nov,tue,82
telephone,nov,tue,514
cellular,nov,tue,44
cellular,nov,tue,105
cellular,nov,tue,41
cellular,nov,tue,143
telephone,nov,tue,189
cellular,nov,tue,41
cellular,nov,tue,143
cellular,nov,tue,150
cellular,nov,tue,41
cellular,nov,tue,237
cellular,nov,tue,42
cellular,nov,tue,99
cellular,nov,tue,46
cellular,nov,tue,204
cellular,nov,tue,295
cellular,nov,tue,88
cellular,nov,tue,79
cellular,nov,tue,104
cellular,nov,tue,102
cellular,nov,tue,64
cellular,nov,tue,233
cellular,nov,tue,94
cellular,nov,tue,139
cellular,nov,tue,65
cellular,nov,tue,55
cellular,nov,tue,283
cellular,nov,tue,326
cellular,nov,tue,465
cellular,nov,tue,67
cellular,nov,tue,119
cellular,nov,tue,140
cellular,nov,tue,386
telephone,nov,tue,228
cellular,nov,tue,114
cellular,nov,tue,67
cellular,nov,tue,57
cellular,nov,tue,130
cellular,nov,tue,93
cellular,nov,tue,176
cellular,nov,tue,79
cellular,nov,tue,1978
cellular,nov,tue,101
cellular,nov,tue,105
cellular,nov,tue,95
cellular,nov,tue,64
cellular,nov,tue,91
telephone,nov,tue,40
cellular,nov,tue,138
cellular,nov,tue,54
cellular,nov,tue,67
cellular,nov,tue,1122
cellular,nov,tue,164
cellular,nov,tue,95
cellular,nov,tue,72
cellular,nov,tue,854
cellular,nov,tue,114
cellular,nov,tue,116
cellular,nov,tue,105
cellular,nov,tue,348
cellular,nov,tue,365
cellular,nov,tue,155
cellular,nov,tue,290
cellular,nov,tue,94
cellular,nov,tue,53
cellular,nov,tue,39
cellular,nov,tue,76
cellular,nov,tue,36
cellular,nov,tue,132
cellular,nov,tue,333
cellular,nov,tue,155
cellular,nov,tue,106
cellular,nov,tue,184
cellular,nov,tue,271
cellular,nov,tue,224
cellular,nov,tue,144
cellular,nov,tue,55
cellular,nov,tue,82
telephone,nov,tue,52
cellular,nov,tue,341
telephone,nov,tue,47
cellular,nov,tue,55
cellular,nov,tue,51
cellular,nov,tue,71
cellular,nov,tue,76
cellular,nov,tue,62
cellular,nov,tue,52
cellular,nov,tue,46
telephone,nov,tue,368
cellular,nov,tue,132
cellular,nov,tue,111
cellular,nov,tue,79
cellular,nov,tue,42
cellular,nov,tue,295
cellular,nov,tue,134
cellular,nov,tue,76
cellular,nov,tue,194
cellular,nov,tue,214
telephone,nov,tue,51
cellular,nov,tue,278
cellular,nov,tue,188
cellular,nov,tue,154
cellular,nov,tue,79
telephone,nov,tue,89
cellular,nov,tue,58
cellular,nov,tue,84
cellular,nov,tue,145
cellular,nov,tue,346
cellular,nov,tue,75
cellular,nov,tue,181
cellular,nov,tue,213
cellular,nov,tue,340
cellular,nov,tue,353
cellular,nov,tue,104
cellular,nov,tue,1268
cellular,nov,tue,47
cellular,nov,tue,59
cellular,nov,tue,108
cellular,nov,tue,132
cellular,nov,tue,86
cellular,nov,tue,61
cellular,nov,tue,273
cellular,nov,tue,121
cellular,nov,tue,88
cellular,nov,tue,50
cellular,nov,tue,636
cellular,nov,tue,466
cellular,nov,tue,110
cellular,nov,tue,132
cellular,nov,tue,111
cellular,nov,tue,135
cellular,nov,tue,281
cellular,nov,tue,276
cellular,nov,tue,74
telephone,nov,tue,274
cellular,nov,tue,71
cellular,nov,tue,79
cellular,nov,tue,196
cellular,nov,tue,175
cellular,nov,tue,319
cellular,nov,tue,71
cellular,nov,tue,714
cellular,nov,tue,67
cellular,nov,tue,149
cellular,nov,tue,635
cellular,nov,tue,95
cellular,nov,tue,63
cellular,nov,tue,280
cellular,nov,tue,107
cellular,nov,tue,51
cellular,nov,tue,850
cellular,nov,tue,486
cellular,nov,tue,253
cellular,nov,tue,118
cellular,nov,tue,132
cellular,nov,tue,141
cellular,nov,tue,169
cellular,nov,tue,835
cellular,nov,tue,200
cellular,nov,tue,95
cellular,nov,tue,122
cellular,nov,tue,148
cellular,nov,tue,51
cellular,nov,tue,132
cellular,nov,tue,180
cellular,nov,tue,835
cellular,nov,tue,144
cellular,nov,tue,90
cellular,nov,tue,129
cellular,nov,tue,54
cellular,nov,tue,613
cellular,nov,tue,150
telephone,nov,tue,162
cellular,nov,tue,296
cellular,nov,tue,66
cellular,nov,tue,155
cellular,nov,tue,145
cellular,nov,tue,117
cellular,nov,tue,435
cellular,nov,tue,266
cellular,nov,tue,963
cellular,nov,tue,385
telephone,nov,tue,125
cellular,nov,tue,257
cellular,nov,tue,99
cellular,nov,tue,95
cellular,nov,tue,82
cellular,nov,tue,154
cellular,nov,tue,130
cellular,nov,tue,127
cellular,nov,tue,84
cellular,nov,tue,596
cellular,nov,tue,131
cellular,nov,tue,924
cellular,nov,tue,183
cellular,nov,tue,198
cellular,nov,tue,37
cellular,nov,tue,188
cellular,nov,tue,99
cellular,nov,tue,197
cellular,nov,tue,464
cellular,nov,tue,453
cellular,nov,tue,54
cellular,nov,tue,242
cellular,nov,tue,134
cellular,nov,tue,62
cellular,nov,tue,91
cellular,nov,tue,419
cellular,nov,tue,82
cellular,nov,tue,128
cellular,nov,tue,638
cellular,nov,tue,113
cellular,nov,tue,78
cellular,nov,tue,84
cellular,nov,tue,250
cellular,nov,tue,288
cellular,nov,tue,193
cellular,nov,tue,34
cellular,nov,tue,352
cellular,nov,tue,119
cellular,nov,tue,89
cellular,nov,tue,93
cellular,nov,tue,305
cellular,nov,tue,109
telephone,nov,tue,205
cellular,nov,tue,122
cellular,nov,tue,107
cellular,nov,tue,17
cellular,nov,tue,103
telephone,nov,tue,272
cellular,nov,tue,145
cellular,nov,tue,233
cellular,nov,tue,172
cellular,nov,tue,336
cellular,nov,tue,154
cellular,nov,tue,109
telephone,nov,tue,103
cellular,nov,tue,50
cellular,nov,tue,95
cellular,nov,tue,48
telephone,nov,tue,15
cellular,nov,tue,122
cellular,nov,tue,505
cellular,nov,tue,106
cellular,nov,tue,125
cellular,nov,tue,191
cellular,nov,tue,75
cellular,nov,tue,609
cellular,nov,tue,1855
telephone,nov,tue,159
cellular,nov,tue,204
cellular,nov,tue,82
cellular,nov,tue,389
cellular,nov,tue,162
cellular,nov,tue,152
cellular,nov,tue,417
cellular,nov,tue,208
telephone,nov,tue,52
cellular,nov,tue,59
cellular,nov,tue,346
cellular,nov,tue,100
cellular,nov,tue,35
telephone,nov,tue,2
cellular,nov,tue,288
cellular,nov,tue,220
cellular,nov,tue,77
cellular,nov,tue,97
cellular,nov,tue,118
cellular,nov,tue,530
cellular,nov,tue,118
cellular,nov,tue,69
cellular,nov,tue,91
cellular,nov,tue,52
cellular,nov,tue,226
cellular,nov,tue,172
cellular,nov,tue,78
cellular,nov,tue,90
cellular,nov,tue,70
telephone,nov,tue,103
cellular,nov,tue,199
cellular,nov,tue,110
cellular,nov,tue,92
cellular,nov,tue,206
cellular,nov,tue,91
cellular,nov,tue,48
cellular,nov,tue,131
cellular,nov,tue,79
cellular,nov,tue,349
cellular,nov,tue,322
cellular,nov,tue,125
cellular,nov,tue,105
cellular,nov,tue,328
cellular,nov,tue,67
cellular,nov,tue,432
cellular,nov,tue,224
cellular,nov,tue,74
cellular,nov,tue,109
cellular,nov,tue,89
cellular,nov,tue,124
telephone,nov,tue,117
cellular,nov,tue,61
cellular,nov,tue,191
cellular,nov,tue,215
cellular,nov,tue,68
cellular,nov,tue,90
cellular,nov,tue,67
telephone,nov,tue,37
cellular,nov,tue,267
cellular,nov,tue,73
cellular,nov,tue,61
cellular,nov,tue,60
cellular,nov,tue,232
cellular,nov,tue,143
telephone,nov,tue,251
cellular,nov,tue,90
cellular,nov,tue,155
cellular,nov,tue,65
cellular,nov,tue,329
cellular,nov,tue,74
cellular,nov,tue,130
cellular,nov,tue,398
telephone,nov,tue,18
cellular,nov,tue,708
cellular,nov,tue,655
cellular,nov,tue,100
cellular,nov,tue,81
cellular,nov,tue,126
cellular,nov,tue,140
cellular,nov,tue,140
cellular,nov,tue,98
cellular,nov,tue,84
cellular,nov,tue,756
cellular,nov,tue,51
cellular,nov,tue,600
cellular,nov,tue,120
cellular,nov,tue,102
cellular,nov,tue,32
cellular,nov,tue,69
telephone,nov,tue,114
cellular,nov,tue,53
cellular,nov,tue,281
cellular,nov,tue,198
cellular,nov,tue,201
cellular,nov,tue,72
cellular,nov,tue,378
cellular,nov,tue,339
cellular,nov,tue,201
cellular,nov,tue,134
cellular,nov,tue,133
cellular,nov,tue,79
cellular,nov,tue,61
telephone,nov,tue,46
telephone,nov,tue,84
cellular,nov,tue,63
cellular,nov,tue,95
cellular,nov,tue,182
cellular,nov,tue,257
cellular,nov,tue,71
cellular,nov,tue,295
cellular,nov,tue,67
cellular,nov,tue,401
cellular,nov,tue,137
cellular,nov,tue,103
cellular,nov,tue,121
cellular,nov,tue,97
cellular,nov,tue,68
cellular,nov,tue,63
cellular,nov,tue,98
cellular,nov,tue,271
cellular,nov,tue,435
cellular,nov,tue,368
cellular,nov,tue,152
cellular,nov,tue,107
cellular,nov,tue,97
cellular,nov,tue,52
cellular,nov,tue,475
cellular,nov,tue,164
cellular,nov,tue,125
cellular,nov,tue,83
cellular,nov,tue,86
cellular,nov,tue,68
telephone,nov,tue,236
cellular,nov,tue,142
cellular,nov,tue,157
cellular,nov,tue,87
cellular,nov,tue,261
cellular,nov,tue,137
cellular,nov,tue,123
cellular,nov,tue,60
cellular,nov,tue,190
cellular,nov,tue,51
cellular,nov,tue,588
cellular,nov,tue,52
cellular,nov,tue,164
cellular,nov,tue,63
cellular,nov,tue,131
cellular,nov,tue,331
cellular,nov,tue,127
cellular,nov,tue,84
cellular,nov,tue,432
cellular,nov,tue,94
cellular,nov,tue,76
cellular,nov,tue,475
cellular,nov,tue,348
cellular,nov,tue,309
cellular,nov,tue,112
cellular,nov,tue,66
cellular,nov,tue,91
cellular,nov,tue,72
cellular,nov,tue,73
cellular,nov,tue,199
cellular,nov,tue,165
cellular,nov,tue,163
cellular,nov,tue,124
cellular,nov,tue,178
cellular,nov,tue,124
cellular,nov,tue,93
cellular,nov,tue,265
cellular,nov,tue,77
cellular,nov,tue,96
cellular,nov,tue,140
cellular,nov,tue,179
telephone,nov,tue,155
cellular,nov,tue,384
cellular,nov,tue,98
cellular,nov,tue,90
cellular,nov,tue,110
cellular,nov,tue,62
cellular,nov,tue,120
cellular,nov,tue,154
cellular,nov,tue,157
cellular,nov,tue,319
cellular,nov,tue,262
cellular,nov,tue,114
cellular,nov,tue,177
cellular,nov,tue,157
cellular,nov,tue,65
cellular,nov,tue,82
cellular,nov,tue,244
telephone,nov,tue,137
cellular,nov,tue,110
cellular,nov,tue,63
cellular,nov,tue,125
cellular,nov,tue,40
cellular,nov,tue,97
cellular,nov,tue,69
cellular,nov,tue,123
cellular,nov,tue,188
cellular,nov,tue,172
telephone,nov,tue,82
cellular,nov,tue,114
cellular,nov,tue,55
cellular,nov,tue,54
cellular,nov,tue,120
cellular,nov,tue,174
cellular,nov,tue,250
cellular,nov,tue,45
cellular,nov,tue,251
telephone,nov,tue,234
cellular,nov,tue,219
cellular,nov,tue,240
telephone,nov,tue,32
cellular,nov,tue,94
cellular,nov,tue,139
cellular,nov,tue,157
telephone,nov,tue,126
cellular,nov,tue,214
cellular,nov,tue,79
cellular,nov,tue,107
cellular,nov,tue,399
cellular,nov,tue,231
telephone,nov,tue,129
cellular,nov,tue,597
cellular,nov,tue,229
cellular,nov,tue,464
cellular,nov,tue,166
cellular,nov,tue,91
cellular,nov,tue,196
telephone,nov,tue,71
cellular,nov,tue,146
cellular,nov,tue,123
cellular,nov,tue,203
telephone,nov,tue,102
cellular,nov,tue,175
cellular,nov,tue,86
cellular,nov,tue,87
cellular,nov,tue,75
cellular,nov,tue,313
cellular,nov,tue,244
cellular,nov,tue,355
cellular,nov,tue,74
cellular,nov,tue,145
cellular,nov,tue,141
cellular,nov,tue,51
cellular,nov,tue,192
cellular,nov,tue,464
cellular,nov,tue,125
cellular,nov,tue,67
cellular,nov,tue,79
cellular,nov,tue,72
telephone,nov,tue,47
cellular,nov,tue,722
cellular,nov,tue,1437
cellular,nov,tue,175
cellular,nov,tue,133
cellular,nov,tue,163
cellular,nov,tue,273
cellular,nov,tue,147
cellular,nov,tue,170
cellular,nov,tue,81
cellular,nov,tue,727
cellular,nov,tue,96
cellular,nov,tue,187
cellular,nov,tue,135
cellular,nov,tue,633
telephone,nov,tue,55
cellular,nov,tue,231
cellular,nov,tue,715
cellular,nov,tue,135
telephone,nov,tue,67
cellular,nov,tue,113
cellular,nov,tue,116
cellular,nov,tue,191
cellular,nov,tue,103
cellular,nov,tue,255
cellular,nov,tue,190
cellular,nov,tue,204
cellular,nov,tue,354
cellular,nov,tue,61
cellular,nov,tue,148
cellular,nov,tue,878
cellular,nov,tue,138
cellular,nov,tue,89
cellular,nov,tue,271
cellular,nov,tue,171
cellular,nov,tue,361
cellular,nov,tue,244
cellular,nov,tue,218
cellular,nov,tue,43
cellular,nov,tue,658
cellular,nov,tue,136
cellular,nov,tue,127
cellular,nov,tue,54
cellular,nov,tue,154
cellular,nov,tue,242
cellular,nov,tue,275
telephone,nov,tue,217
cellular,nov,tue,84
cellular,nov,tue,110
cellular,nov,tue,373
cellular,nov,tue,115
cellular,nov,tue,259
cellular,nov,tue,202
