id,age,age_bin,job,marital,education,education_ord,young_short_call
17885,47,35-49,admin.,single,university.degree,5.0,0
17886,58,50-64,admin.,married,high.school,4.0,0
17887,36,35-49,housemaid,married,basic.4y,1.0,0
17888,26,25-34,services,single,high.school,4.0,1
17889,46,35-49,services,divorced,high.school,4.0,0
17890,47,35-49,admin.,divorced,university.degree,5.0,0
17891,32,25-34,technician,single,professional.course,6.0,1
17892,55,50-64,retired,married,professional.course,6.0,0
17893,31,25-34,blue-collar,married,high.school,4.0,1
17894,28,25-34,technician,single,university.degree,5.0,1
17895,52,50-64,admin.,married,high.school,4.0,0
17896,40,35-49,admin.,single,high.school,4.0,0
17897,58,50-64,housemaid,married,university.degree,5.0,0
17898,37,35-49,admin.,single,high.school,4.0,0
17899,39,35-49,technician,married,university.degree,5.0,0
17900,53,50-64,management,single,professional.course,6.0,0
17901,31,25-34,blue-collar,single,professional.course,6.0,1
17902,46,35-49,technician,divorced,professional.course,6.0,0
17903,50,35-49,services,single,high.school,4.0,0
17904,35,25-34,technician,divorced,professional.course,6.0,0
17905,59,50-64,housemaid,divorced,university.degree,5.0,0
17906,59,50-64,housemaid,divorced,university.degree,5.0,0
17907,56,50-64,retired,married,basic.6y,2.0,0
17908,49,35-49,retired,married,high.school,4.0,0
17909,30,25-34,admin.,married,high.school,4.0,0
17910,27,25-34,services,divorced,high.school,4.0,1
17911,25,<25,admin.,single,high.school,4.0,0
17912,55,50-64,blue-collar,single,basic.9y,3.0,0
17913,57,50-64,admin.,divorced,university.degree,5.0,0
17914,55,50-64,blue-collar,single,basic.9y,3.0,0
17915,43,35-49,housemaid,divorced,basic.9y,3.0,0
17916,32,25-34,admin.,married,professional.course,6.0,1
17917,39,35-49,services,married,high.school,4.0,0
17918,47,35-49,admin.,divorced,university.degree,5.0,0
17919,48,35-49,technician,married,professional.course,6.0,0
17920,42,35-49,admin.,divorced,high.school,4.0,0
17921,57,50-64,admin.,divorced,university.degree,5.0,0
17922,54,50-64,entrepreneur,divorced,high.school,4.0,0
17923,31,25-34,admin.,married,high.school,4.0,1
17924,45,35-49,admin.,married,university.degree,5.0,0
17925,36,35-49,technician,married,high.school,4.0,0
17926,59,50-64,housemaid,divorced,,,0
17927,26,25-34,unemployed,married,high.school,4.0,0
17928,38,35-49,services,single,high.school,4.0,0
17929,60,50-64,retired,married,basic.6y,2.0,0
17930,52,50-64,technician,married,basic.9y,3.0,0
17931,46,35-49,services,divorced,high.school,4.0,0
17932,39,35-49,blue-collar,married,,,0
17933,37,35-49,admin.,single,high.school,4.0,0
17934,52,50-64,admin.,divorced,high.school,4.0,0
17935,28,25-34,technician,single,university.degree,5.0,0
17936,37,35-49,admin.,single,high.school,4.0,0
17937,40,35-49,entrepreneur,married,high.school,4.0,0
17938,33,25-34,technician,married,professional.course,6.0,1
17939,48,35-49,services,married,basic.6y,2.0,0
17940,35,25-34,services,married,high.school,4.0,0
17941,55,50-64,entrepreneur,divorced,university.degree,5.0,0
17942,30,25-34,blue-collar,married,basic.9y,3.0,0
17943,43,35-49,admin.,married,high.school,4.0,0
17944,48,35-49,technician,married,professional.course,6.0,0
17945,44,35-49,blue-collar,single,basic.9y,3.0,0
17946,55,50-64,housemaid,married,basic.4y,1.0,0
17947,43,35-49,retired,married,basic.9y,3.0,0
17948,38,35-49,management,divorced,university.degree,5.0,0
17949,54,50-64,retired,divorced,basic.4y,1.0,0
17950,37,35-49,admin.,single,high.school,4.0,0
17951,37,35-49,admin.,single,high.school,4.0,0
17952,44,35-49,housemaid,married,university.degree,5.0,0
17953,26,25-34,unemployed,married,high.school,4.0,0
17954,51,50-64,blue-collar,divorced,basic.9y,3.0,0
17955,41,35-49,housemaid,divorced,high.school,4.0,0
17956,53,50-64,services,married,high.school,4.0,0
17957,30,25-34,admin.,divorced,university.degree,5.0,0
17958,46,35-49,admin.,married,university.degree,5.0,0
17959,47,35-49,housemaid,married,basic.4y,1.0,0
17960,58,50-64,retired,divorced,professional.course,6.0,0
17961,25,<25,admin.,single,high.school,4.0,0
17962,53,50-64,housemaid,married,basic.4y,1.0,0
17963,47,35-49,housemaid,married,basic.4y,1.0,0
17964,31,25-34,blue-collar,single,professional.course,6.0,1
17965,45,35-49,admin.,married,university.degree,5.0,0
17966,55,50-64,management,married,basic.4y,1.0,0
17967,44,35-49,,married,high.school,4.0,0
17968,55,50-64,housemaid,married,basic.4y,1.0,0
17969,30,25-34,admin.,single,university.degree,5.0,1
17970,46,35-49,admin.,married,university.degree,5.0,0
17971,37,35-49,admin.,single,high.school,4.0,0
17972,44,35-49,technician,divorced,,,0
17973,30,25-34,blue-collar,single,high.school,4.0,0
17974,30,25-34,technician,married,professional.course,6.0,0
17975,37,35-49,admin.,single,high.school,4.0,0
17976,52,50-64,admin.,married,university.degree,5.0,0
17977,38,35-49,blue-collar,married,,,0
17978,34,25-34,services,married,high.school,4.0,1
17979,34,25-34,blue-collar,single,high.school,4.0,1
17980,32,25-34,admin.,married,high.school,4.0,0
17981,47,35-49,retired,married,university.degree,5.0,0
17982,35,25-34,management,single,university.degree,5.0,0
17983,38,35-49,admin.,married,university.degree,5.0,0
17984,52,50-64,admin.,single,high.school,4.0,0
17985,40,35-49,housemaid,married,basic.6y,2.0,0
17986,37,35-49,admin.,single,high.school,4.0,0
17987,27,25-34,services,single,basic.9y,3.0,1
17988,31,25-34,blue-collar,single,professional.course,6.0,0
17989,30,25-34,entrepreneur,single,university.degree,5.0,0
17990,34,25-34,admin.,single,university.degree,5.0,1
17991,45,35-49,admin.,married,university.degree,5.0,0
17992,56,50-64,technician,married,basic.4y,1.0,0
17993,48,35-49,entrepreneur,married,basic.9y,3.0,0
17994,26,25-34,services,single,university.degree,5.0,1
17995,25,<25,services,single,high.school,4.0,0
17996,55,50-64,services,married,basic.9y,3.0,0
17997,28,25-34,management,married,university.degree,5.0,0
17998,40,35-49,admin.,single,high.school,4.0,0
17999,47,35-49,housemaid,married,basic.4y,1.0,0
18000,31,25-34,housemaid,single,high.school,4.0,1
18001,60,50-64,blue-collar,divorced,basic.4y,1.0,0
18002,44,35-49,blue-collar,married,basic.6y,2.0,0
18003,53,50-64,housemaid,married,basic.4y,1.0,0
18004,53,50-64,management,single,professional.course,6.0,0
18005,46,35-49,admin.,married,university.degree,5.0,0
18006,45,35-49,housemaid,divorced,basic.4y,1.0,0
18007,26,25-34,services,single,high.school,4.0,1
18008,42,35-49,admin.,married,high.school,4.0,0
18009,29,25-34,blue-collar,married,high.school,4.0,1
18010,40,35-49,unemployed,divorced,university.degree,5.0,0
18011,45,35-49,technician,married,professional.course,6.0,0
18012,39,35-49,admin.,single,university.degree,5.0,0
18013,32,25-34,services,single,basic.9y,3.0,1
18014,39,35-49,admin.,single,university.degree,5.0,0
18015,56,50-64,retired,married,basic.6y,2.0,0
18016,39,35-49,admin.,single,university.degree,5.0,0
18017,37,35-49,admin.,single,university.degree,5.0,0
18018,47,35-49,services,divorced,basic.4y,1.0,0
18019,39,35-49,admin.,married,high.school,4.0,0
18020,50,35-49,services,single,high.school,4.0,0
18021,49,35-49,admin.,divorced,basic.9y,3.0,0
18022,49,35-49,admin.,divorced,basic.9y,3.0,0
18023,32,25-34,admin.,married,university.degree,5.0,1
18024,25,<25,services,single,high.school,4.0,1
18025,41,35-49,student,married,,,0
18026,56,50-64,retired,married,basic.6y,2.0,0
18027,59,50-64,retired,married,high.school,4.0,0
18028,50,35-49,services,divorced,basic.6y,2.0,0
18029,37,35-49,admin.,single,university.degree,5.0,0
18030,33,25-34,technician,married,university.degree,5.0,1
18031,49,35-49,services,married,high.school,4.0,0
18032,25,<25,services,single,high.school,4.0,0
18033,38,35-49,technician,married,university.degree,5.0,0
18034,38,35-49,admin.,single,university.degree,5.0,0
18035,58,50-64,technician,married,basic.9y,3.0,0
18036,58,50-64,technician,married,basic.9y,3.0,0
18037,44,35-49,services,married,high.school,4.0,0
18038,46,35-49,admin.,married,university.degree,5.0,0
18039,46,35-49,services,divorced,high.school,4.0,0
18040,40,35-49,housemaid,married,basic.6y,2.0,0
18041,42,35-49,entrepreneur,single,,,0
18042,23,<25,services,married,high.school,4.0,0
18043,25,<25,services,single,high.school,4.0,0
18044,29,25-34,admin.,single,high.school,4.0,1
18045,34,25-34,technician,single,professional.course,6.0,0
18046,39,35-49,services,divorced,high.school,4.0,0
18047,45,35-49,admin.,single,professional.course,6.0,0
18048,36,35-49,services,married,high.school,4.0,0
18049,24,<25,blue-collar,single,basic.4y,1.0,1
18050,31,25-34,services,single,high.school,4.0,1
18051,30,25-34,entrepreneur,single,university.degree,5.0,0
18052,45,35-49,blue-collar,married,basic.9y,3.0,0
18053,55,50-64,entrepreneur,single,,,0
18054,27,25-34,services,single,basic.9y,3.0,1
18055,55,50-64,,married,,,0
18056,41,35-49,blue-collar,married,basic.6y,2.0,0
18057,36,35-49,admin.,married,high.school,4.0,0
18058,44,35-49,services,divorced,high.school,4.0,0
18059,52,50-64,management,married,university.degree,5.0,0
18060,28,25-34,self-employed,married,university.degree,5.0,0
18061,43,35-49,admin.,married,high.school,4.0,0
18062,44,35-49,,married,high.school,4.0,0
18063,58,50-64,entrepreneur,married,university.degree,5.0,0
18064,42,35-49,management,married,university.degree,5.0,0
18065,32,25-34,admin.,married,professional.course,6.0,1
18066,28,25-34,self-employed,married,university.degree,5.0,0
18067,35,25-34,blue-collar,married,basic.9y,3.0,0
18068,40,35-49,admin.,divorced,university.degree,5.0,0
18069,50,35-49,admin.,married,university.degree,5.0,0
18070,58,50-64,entrepreneur,married,university.degree,5.0,0
18071,30,25-34,admin.,single,high.school,4.0,0
18072,55,50-64,entrepreneur,divorced,university.degree,5.0,0
18073,22,<25,services,married,basic.9y,3.0,1
18074,28,25-34,self-employed,single,university.degree,5.0,1
18075,25,<25,admin.,single,high.school,4.0,1
18076,39,35-49,technician,married,university.degree,5.0,0
18077,43,35-49,admin.,married,high.school,4.0,0
18078,33,25-34,admin.,married,university.degree,5.0,1
18079,28,25-34,technician,single,professional.course,6.0,1
18080,34,25-34,admin.,married,university.degree,5.0,0
18081,34,25-34,technician,married,professional.course,6.0,1
18082,41,35-49,housemaid,divorced,basic.9y,3.0,0
18083,34,25-34,technician,married,professional.course,6.0,0
18084,37,35-49,admin.,married,university.degree,5.0,0
18085,44,35-49,admin.,married,high.school,4.0,0
18086,28,25-34,technician,single,professional.course,6.0,1
18087,40,35-49,technician,single,,,0
18088,52,50-64,blue-collar,divorced,basic.4y,1.0,0
18089,24,<25,blue-collar,single,basic.9y,3.0,1
18090,36,35-49,technician,single,professional.course,6.0,0
18091,24,<25,blue-collar,single,basic.9y,3.0,0
18092,50,35-49,services,single,high.school,4.0,0
18093,36,35-49,unemployed,single,high.school,4.0,0
18094,51,50-64,blue-collar,married,high.school,4.0,0
18095,56,50-64,management,married,university.degree,5.0,0
18096,37,35-49,blue-collar,married,basic.6y,2.0,0
18097,37,35-49,blue-collar,married,basic.6y,2.0,0
18098,39,35-49,blue-collar,married,basic.9y,3.0,0
18099,37,35-49,blue-collar,married,basic.6y,2.0,0
18100,36,35-49,unemployed,single,high.school,4.0,0
18101,40,35-49,unemployed,divorced,university.degree,5.0,0
18102,34,25-34,admin.,married,university.degree,5.0,1
18103,50,35-49,services,single,high.school,4.0,0
18104,40,35-49,unemployed,divorced,university.degree,5.0,0
18105,47,35-49,,married,,,0
18106,41,35-49,housemaid,divorced,basic.9y,3.0,0
18107,44,35-49,admin.,single,university.degree,5.0,0
18108,33,25-34,management,single,university.degree,5.0,1
18109,44,35-49,self-employed,married,basic.9y,3.0,0
18110,46,35-49,admin.,married,university.degree,5.0,0
18111,28,25-34,self-employed,married,university.degree,5.0,1
18112,31,25-34,admin.,married,university.degree,5.0,0
18113,35,25-34,blue-collar,married,professional.course,6.0,0
18114,39,35-49,admin.,married,university.degree,5.0,0
18115,35,25-34,admin.,married,high.school,4.0,0
18116,31,25-34,housemaid,single,high.school,4.0,0
18117,30,25-34,blue-collar,married,basic.9y,3.0,0
18118,25,<25,admin.,single,high.school,4.0,1
18119,50,35-49,services,single,high.school,4.0,0
18120,33,25-34,student,married,high.school,4.0,0
18121,41,35-49,technician,divorced,professional.course,6.0,0
18122,53,50-64,blue-collar,married,basic.6y,2.0,0
18123,36,35-49,admin.,married,high.school,4.0,0
18124,41,35-49,services,divorced,high.school,4.0,0
18125,30,25-34,services,married,high.school,4.0,1
18126,33,25-34,technician,married,professional.course,6.0,1
18127,32,25-34,blue-collar,single,university.degree,5.0,1
18128,44,35-49,technician,single,university.degree,5.0,0
18129,25,<25,services,single,basic.9y,3.0,0
18130,32,25-34,admin.,married,university.degree,5.0,0
18131,37,35-49,blue-collar,married,basic.6y,2.0,0
18132,32,25-34,technician,single,professional.course,6.0,1
18133,40,35-49,management,single,high.school,4.0,0
18134,39,35-49,blue-collar,married,basic.9y,3.0,0
18135,31,25-34,blue-collar,single,high.school,4.0,1
18136,25,<25,student,single,university.degree,5.0,1
18137,25,<25,services,single,basic.9y,3.0,0
18138,41,35-49,housemaid,married,basic.6y,2.0,0
18139,31,25-34,blue-collar,single,high.school,4.0,0
18140,33,25-34,student,married,high.school,4.0,1
18141,31,25-34,admin.,single,university.degree,5.0,1
18142,51,50-64,technician,married,professional.course,6.0,0
18143,24,<25,blue-collar,single,basic.9y,3.0,1
18144,25,<25,services,single,basic.9y,3.0,0
18145,29,25-34,student,single,university.degree,5.0,0
18146,30,25-34,technician,single,university.degree,5.0,1
18147,51,50-64,housemaid,married,high.school,4.0,0
18148,52,50-64,admin.,married,basic.9y,3.0,0
18149,41,35-49,services,divorced,high.school,4.0,0
18150,55,50-64,entrepreneur,divorced,professional.course,6.0,0
18151,33,25-34,blue-collar,divorced,basic.9y,3.0,0
18152,57,50-64,admin.,single,university.degree,5.0,0
18153,28,25-34,self-employed,married,university.degree,5.0,0
18154,33,25-34,technician,married,professional.course,6.0,1
18155,25,<25,services,single,basic.9y,3.0,0
18156,32,25-34,admin.,married,professional.course,6.0,1
18157,34,25-34,technician,single,professional.course,6.0,0
18158,30,25-34,blue-collar,married,basic.9y,3.0,1
18159,35,25-34,services,married,high.school,4.0,0
18160,25,<25,admin.,single,high.school,4.0,1
18161,40,35-49,admin.,married,university.degree,5.0,0
18162,31,25-34,admin.,married,high.school,4.0,1
18163,40,35-49,admin.,married,university.degree,5.0,0
18164,35,25-34,services,married,high.school,4.0,0
18165,34,25-34,self-employed,single,university.degree,5.0,1
18166,34,25-34,self-employed,single,university.degree,5.0,0
18167,36,35-49,admin.,married,high.school,4.0,0
18168,34,25-34,self-employed,single,university.degree,5.0,0
18169,48,35-49,services,married,basic.6y,2.0,0
18170,32,25-34,blue-collar,married,high.school,4.0,0
18171,38,35-49,blue-collar,married,,,0
18172,37,35-49,admin.,married,high.school,4.0,0
18173,40,35-49,technician,married,professional.course,6.0,0
18174,48,35-49,technician,married,professional.course,6.0,0
18175,34,25-34,self-employed,single,university.degree,5.0,0
18176,44,35-49,blue-collar,single,basic.9y,3.0,0
18177,57,50-64,management,married,,,0
18178,37,35-49,admin.,single,high.school,4.0,0
18179,41,35-49,housemaid,divorced,basic.9y,3.0,0
18180,36,35-49,blue-collar,divorced,basic.9y,3.0,0
18181,39,35-49,admin.,single,basic.9y,3.0,0
18182,58,50-64,blue-collar,married,basic.4y,1.0,0
18183,55,50-64,blue-collar,married,professional.course,6.0,0
18184,36,35-49,admin.,married,high.school,4.0,0
18185,31,25-34,blue-collar,married,professional.course,6.0,0
18186,48,35-49,entrepreneur,married,basic.9y,3.0,0
18187,40,35-49,self-employed,married,university.degree,5.0,0
18188,35,25-34,student,single,,,0
18189,29,25-34,services,single,high.school,4.0,1
18190,42,35-49,admin.,single,high.school,4.0,0
18191,39,35-49,technician,single,university.degree,5.0,0
18192,48,35-49,technician,divorced,professional.course,6.0,0
18193,25,<25,admin.,married,high.school,4.0,1
18194,56,50-64,services,single,high.school,4.0,0
18195,32,25-34,admin.,married,high.school,4.0,1
18196,36,35-49,technician,married,high.school,4.0,0
18197,50,35-49,services,single,high.school,4.0,0
18198,44,35-49,admin.,married,university.degree,5.0,0
18199,30,25-34,unemployed,single,university.degree,5.0,0
18200,33,25-34,admin.,married,university.degree,5.0,1
18201,44,35-49,admin.,married,university.degree,5.0,0
18202,30,25-34,blue-collar,single,high.school,4.0,1
18203,39,35-49,technician,married,university.degree,5.0,0
18204,44,35-49,admin.,married,high.school,4.0,0
18205,41,35-49,management,married,university.degree,5.0,0
18206,25,<25,admin.,single,high.school,4.0,1
18207,33,25-34,admin.,single,professional.course,6.0,0
18208,45,35-49,admin.,married,university.degree,5.0,0
18209,30,25-34,admin.,single,high.school,4.0,0
18210,24,<25,technician,single,university.degree,5.0,1
18211,34,25-34,technician,married,professional.course,6.0,1
18212,34,25-34,unemployed,married,high.school,4.0,1
18213,36,35-49,blue-collar,married,professional.course,6.0,0
18214,33,25-34,admin.,divorced,high.school,4.0,1
18215,38,35-49,housemaid,married,high.school,4.0,0
18216,56,50-64,retired,divorced,basic.4y,1.0,0
18217,35,25-34,admin.,single,high.school,4.0,0
18218,58,50-64,retired,divorced,professional.course,6.0,0
18219,31,25-34,unemployed,divorced,university.degree,5.0,1
18220,57,50-64,admin.,married,university.degree,5.0,0
18221,46,35-49,services,married,high.school,4.0,0
18222,31,25-34,blue-collar,single,basic.9y,3.0,1
18223,31,25-34,admin.,married,high.school,4.0,1
18224,36,35-49,blue-collar,married,basic.6y,2.0,0
18225,36,35-49,self-employed,single,university.degree,5.0,0
18226,29,25-34,technician,married,university.degree,5.0,1
18227,58,50-64,management,married,basic.9y,3.0,0
18228,43,35-49,management,married,,,0
18229,42,35-49,self-employed,married,university.degree,5.0,0
18230,37,35-49,technician,married,professional.course,6.0,0
18231,35,25-34,self-employed,single,university.degree,5.0,0
18232,37,35-49,admin.,married,university.degree,5.0,0
18233,39,35-49,self-employed,married,professional.course,6.0,0
18234,34,25-34,services,married,high.school,4.0,1
18235,33,25-34,services,married,high.school,4.0,1
18236,36,35-49,admin.,divorced,university.degree,5.0,0
18237,48,35-49,technician,married,professional.course,6.0,0
18238,26,25-34,management,single,university.degree,5.0,0
18239,36,35-49,admin.,divorced,university.degree,5.0,0
18240,56,50-64,retired,divorced,high.school,4.0,0
18241,27,25-34,blue-collar,single,high.school,4.0,1
18242,36,35-49,management,married,university.degree,5.0,0
18243,30,25-34,services,single,basic.9y,3.0,1
18244,53,50-64,technician,married,professional.course,6.0,0
18245,37,35-49,entrepreneur,divorced,high.school,4.0,0
18246,46,35-49,admin.,single,high.school,4.0,0
18247,23,<25,student,single,high.school,4.0,1
18248,31,25-34,admin.,single,university.degree,5.0,1
18249,23,<25,services,single,high.school,4.0,0
18250,32,25-34,admin.,single,high.school,4.0,1
18251,35,25-34,technician,married,high.school,4.0,0
18252,24,<25,admin.,single,high.school,4.0,1
18253,58,50-64,housemaid,married,basic.4y,1.0,0
18254,26,25-34,blue-collar,married,high.school,4.0,1
18255,46,35-49,technician,divorced,professional.course,6.0,0
18256,35,25-34,admin.,married,university.degree,5.0,0
18257,39,35-49,admin.,married,university.degree,5.0,0
18258,44,35-49,admin.,divorced,high.school,4.0,0
18259,48,35-49,services,married,professional.course,6.0,0
18260,30,25-34,admin.,single,high.school,4.0,0
18261,43,35-49,admin.,divorced,high.school,4.0,0
18262,40,35-49,services,married,high.school,4.0,0
18263,37,35-49,services,single,high.school,4.0,0
18264,40,35-49,self-employed,single,university.degree,5.0,0
18265,33,25-34,unemployed,married,high.school,4.0,0
18266,35,25-34,self-employed,married,university.degree,5.0,0
18267,39,35-49,admin.,married,high.school,4.0,0
18268,43,35-49,technician,divorced,professional.course,6.0,0
18269,45,35-49,,single,high.school,4.0,0
18270,42,35-49,technician,married,university.degree,5.0,0
18271,41,35-49,management,married,university.degree,5.0,0
18272,44,35-49,admin.,divorced,high.school,4.0,0
18273,35,25-34,technician,married,professional.course,6.0,0
18274,24,<25,technician,single,university.degree,5.0,1
18275,42,35-49,technician,married,basic.9y,3.0,0
18276,34,25-34,technician,married,professional.course,6.0,1
18277,43,35-49,housemaid,married,basic.6y,2.0,0
18278,30,25-34,admin.,single,high.school,4.0,1
18279,35,25-34,blue-collar,married,basic.9y,3.0,0
18280,56,50-64,blue-collar,married,basic.9y,3.0,0
18281,39,35-49,services,married,high.school,4.0,0
18282,58,50-64,,married,high.school,4.0,0
18283,38,35-49,admin.,married,,,0
18284,39,35-49,services,single,high.school,4.0,0
18285,32,25-34,admin.,married,university.degree,5.0,0
18286,28,25-34,services,married,high.school,4.0,1
18287,49,35-49,technician,married,basic.9y,3.0,0
18288,48,35-49,admin.,divorced,university.degree,5.0,0
18289,32,25-34,management,single,university.degree,5.0,0
18290,51,50-64,management,married,basic.9y,3.0,0
18291,35,25-34,blue-collar,married,basic.4y,1.0,0
18292,45,35-49,services,divorced,high.school,4.0,0
18293,40,35-49,admin.,married,professional.course,6.0,0
18294,33,25-34,services,married,professional.course,6.0,0
18295,38,35-49,admin.,married,,,0
18296,56,50-64,technician,divorced,university.degree,5.0,0
18297,33,25-34,unemployed,married,high.school,4.0,0
18298,54,50-64,housemaid,married,basic.4y,1.0,0
18299,42,35-49,blue-collar,married,basic.4y,1.0,0
18300,51,50-64,management,married,basic.9y,3.0,0
18301,37,35-49,blue-collar,married,basic.9y,3.0,0
18302,30,25-34,admin.,single,high.school,4.0,0
18303,32,25-34,admin.,married,high.school,4.0,0
18304,40,35-49,self-employed,single,university.degree,5.0,0
18305,24,<25,blue-collar,single,basic.9y,3.0,0
18306,33,25-34,services,married,professional.course,6.0,0
18307,26,25-34,admin.,single,university.degree,5.0,0
18308,35,25-34,technician,married,professional.course,6.0,0
18309,44,35-49,admin.,single,basic.6y,2.0,0
18310,33,25-34,admin.,divorced,high.school,4.0,0
18311,36,35-49,management,married,university.degree,5.0,0
18312,58,50-64,retired,married,basic.4y,1.0,0
18313,27,25-34,self-employed,married,university.degree,5.0,0
18314,37,35-49,housemaid,single,professional.course,6.0,0
18315,39,35-49,technician,married,high.school,4.0,0
18316,37,35-49,blue-collar,married,professional.course,6.0,0
18317,46,35-49,technician,divorced,professional.course,6.0,0
18318,36,35-49,management,married,university.degree,5.0,0
18319,30,25-34,admin.,single,university.degree,5.0,1
18320,31,25-34,services,single,high.school,4.0,1
18321,29,25-34,admin.,single,high.school,4.0,1
18322,32,25-34,technician,single,university.degree,5.0,1
18323,42,35-49,blue-collar,married,basic.4y,1.0,0
18324,22,<25,unemployed,single,high.school,4.0,1
18325,51,50-64,management,married,basic.9y,3.0,0
18326,36,35-49,technician,married,professional.course,6.0,0
18327,42,35-49,blue-collar,married,basic.4y,1.0,0
18328,43,35-49,services,married,high.school,4.0,0
18329,48,35-49,services,married,professional.course,6.0,0
18330,38,35-49,admin.,married,high.school,4.0,0
18331,26,25-34,blue-collar,single,high.school,4.0,1
18332,38,35-49,admin.,married,,,0
18333,44,35-49,management,married,university.degree,5.0,0
18334,40,35-49,admin.,married,basic.9y,3.0,0
18335,55,50-64,technician,married,professional.course,6.0,0
18336,44,35-49,admin.,divorced,high.school,4.0,0
18337,49,35-49,technician,married,basic.9y,3.0,0
18338,27,25-34,admin.,single,professional.course,6.0,1
18339,42,35-49,admin.,married,university.degree,5.0,0
18340,56,50-64,entrepreneur,married,basic.4y,1.0,0
18341,32,25-34,blue-collar,single,high.school,4.0,0
18342,28,25-34,services,married,high.school,4.0,1
18343,28,25-34,admin.,single,university.degree,5.0,1
18344,41,35-49,self-employed,divorced,university.degree,5.0,0
18345,41,35-49,admin.,single,university.degree,5.0,0
18346,52,50-64,retired,married,basic.9y,3.0,0
18347,38,35-49,admin.,married,high.school,4.0,0
18348,54,50-64,blue-collar,married,basic.9y,3.0,0
18349,47,35-49,admin.,married,basic.9y,3.0,0
18350,37,35-49,services,single,high.school,4.0,0
18351,40,35-49,,married,,,0
18352,36,35-49,blue-collar,married,basic.9y,3.0,0
18353,35,25-34,self-employed,married,university.degree,5.0,0
18354,30,25-34,admin.,single,high.school,4.0,1
18355,34,25-34,technician,married,university.degree,5.0,1
18356,28,25-34,admin.,single,high.school,4.0,1
18357,42,35-49,admin.,divorced,university.degree,5.0,0
18358,35,25-34,admin.,single,high.school,4.0,0
18359,28,25-34,services,married,high.school,4.0,1
18360,36,35-49,unemployed,married,university.degree,5.0,0
18361,58,50-64,blue-collar,divorced,basic.4y,1.0,0
18362,30,25-34,admin.,single,high.school,4.0,1
18363,46,35-49,technician,divorced,professional.course,6.0,0
18364,56,50-64,technician,divorced,university.degree,5.0,0
18365,42,35-49,admin.,married,high.school,4.0,0
18366,37,35-49,blue-collar,divorced,basic.9y,3.0,0
18367,39,35-49,admin.,married,university.degree,5.0,0
18368,37,35-49,admin.,married,university.degree,5.0,0
18369,56,50-64,retired,divorced,high.school,4.0,0
18370,37,35-49,services,divorced,high.school,4.0,0
18371,50,35-49,technician,single,high.school,4.0,0
18372,36,35-49,blue-collar,married,basic.6y,2.0,0
18373,29,25-34,technician,married,university.degree,5.0,1
18374,35,25-34,technician,married,professional.course,6.0,0
18375,37,35-49,entrepreneur,divorced,high.school,4.0,0
18376,36,35-49,blue-collar,single,high.school,4.0,0
18377,33,25-34,technician,single,professional.course,6.0,0
18378,29,25-34,admin.,single,high.school,4.0,1
18379,39,35-49,services,married,high.school,4.0,0
18380,32,25-34,blue-collar,single,high.school,4.0,1
18381,43,35-49,technician,divorced,professional.course,6.0,0
18382,36,35-49,blue-collar,married,basic.6y,2.0,0
18383,36,35-49,management,married,university.degree,5.0,0
18384,40,35-49,technician,married,professional.course,6.0,0
18385,40,35-49,blue-collar,single,basic.9y,3.0,0
18386,32,25-34,admin.,single,university.degree,5.0,0
18387,33,25-34,services,married,professional.course,6.0,0
18388,32,25-34,admin.,divorced,high.school,4.0,1
18389,34,25-34,technician,married,university.degree,5.0,1
18390,29,25-34,admin.,married,high.school,4.0,0
18391,48,35-49,services,married,professional.course,6.0,0
18392,39,35-49,technician,married,high.school,4.0,0
18393,35,25-34,technician,married,professional.course,6.0,0
18394,30,25-34,admin.,single,university.degree,5.0,1
18395,42,35-49,self-employed,married,university.degree,5.0,0
18396,37,35-49,blue-collar,divorced,basic.9y,3.0,0
18397,35,25-34,technician,married,professional.course,6.0,0
18398,39,35-49,technician,married,high.school,4.0,0
18399,46,35-49,admin.,single,high.school,4.0,0
18400,39,35-49,technician,married,high.school,4.0,0
18401,50,35-49,technician,married,high.school,4.0,0
18402,46,35-49,admin.,single,high.school,4.0,0
18403,27,25-34,admin.,married,high.school,4.0,1
18404,52,50-64,blue-collar,married,basic.4y,1.0,0
18405,56,50-64,technician,divorced,university.degree,5.0,0
18406,28,25-34,admin.,single,university.degree,5.0,0
18407,52,50-64,blue-collar,married,,,0
18408,27,25-34,blue-collar,single,basic.4y,1.0,0
18409,29,25-34,admin.,single,university.degree,5.0,1
18410,27,25-34,blue-collar,single,basic.4y,1.0,0
18411,22,<25,unemployed,single,high.school,4.0,1
18412,48,35-49,entrepreneur,married,university.degree,5.0,0
18413,31,25-34,blue-collar,single,high.school,4.0,1
18414,45,35-49,admin.,married,university.degree,5.0,0
18415,38,35-49,admin.,married,high.school,4.0,0
18416,48,35-49,entrepreneur,married,university.degree,5.0,0
18417,35,25-34,technician,married,professional.course,6.0,0
18418,28,25-34,services,married,high.school,4.0,1
18419,36,35-49,student,divorced,university.degree,5.0,0
18420,29,25-34,admin.,single,university.degree,5.0,0
18421,45,35-49,admin.,married,university.degree,5.0,0
18422,56,50-64,entrepreneur,married,basic.4y,1.0,0
18423,44,35-49,admin.,single,basic.6y,2.0,0
18424,33,25-34,services,married,professional.course,6.0,1
18425,29,25-34,admin.,single,high.school,4.0,1
18426,45,35-49,admin.,married,university.degree,5.0,0
